(235.0, 67.0)
(278.0, 106.0)
(309.0, 106.0)
(343.2, 50.4)
(265.2, 61.2)
(235.2, 67.2)
(278.4, 105.6)
(308.4, 105.6)
(342.7, 50.4)
(266.4, 63.4)
(236.2, 67.7)
(277.9, 105.1)
(308.2, 105.1)
(266.1, 62.2)
(236.7, 65.7)
(278.2, 105.4)
(307.6, 105.4)
(236.4, 66.4)
(277.9, 105.8)
(306.9, 105.8)
(301.1, 102.0)
(278.7, 104.5)
(306.1, 104.5)
(298.6, 101.5)
(277.7, 104.5)
(304.6, 104.5)
